sku,day,demand,unit_cost,lead_time,lead_time_std
rice_5kg,222,41,60,5,1.0
rice_5kg,223,36,60,5,1.0
rice_5kg,224,40,60,5,1.0
rice_5kg,225,41,60,5,1.0
rice_5kg,226,50,60,5,1.0
rice_5kg,227,48,60,5,1.0
rice_5kg,228,37,60,5,1.0
rice_5kg,229,39,60,5,1.0
rice_5kg,230,34,60,5,1.0
rice_5kg,231,38,60,5,1.0
rice_5kg,232,41,60,5,1.0
rice_5kg,233,45,60,5,1.0
rice_5kg,234,37,60,5,1.0
rice_5kg,235,37,60,5,1.0
rice_5kg,236,31,60,5,1.0
rice_5kg,237,39,60,5,1.0
rice_5kg,238,36,60,5,1.0
rice_5kg,239,38,60,5,1.0
rice_5kg,240,36,60,5,1.0
rice_5kg,241,40,60,5,1.0
rice_5kg,242,33,60,5,1.0
rice_5kg,243,34,60,5,1.0
rice_5kg,244,49,60,5,1.0
rice_5kg,245,35,60,5,1.0
rice_5kg,246,36,60,5,1.0
rice_5kg,247,47,60,5,1.0
rice_5kg,248,52,60,5,1.0
rice_5kg,249,35,60,5,1.0
rice_5kg,250,39,60,5,1.0
rice_5kg,251,41,60,5,1.0
rice_5kg,252,47,60,5,1.0
rice_5kg,253,36,60,5,1.0
rice_5kg,254,39,60,5,1.0
rice_5kg,255,43,60,5,1.0
rice_5kg,256,42,60,5,1.0
rice_5kg,257,38,60,5,1.0
rice_5kg,258,39,60,5,1.0
rice_5kg,259,35,60,5,1.0
rice_5kg,260,39,60,5,1.0
rice_5kg,261,39,60,5,1.0
rice_5kg,262,41,60,5,1.0
rice_5kg,263,38,60,5,1.0
rice_5kg,264,42,60,5,1.0
rice_5kg,265,44,60,5,1.0
rice_5kg,266,41,60,5,1.0
rice_5kg,267,41,60,5,1.0
rice_5kg,268,40,60,5,1.0
rice_5kg,269,40,60,5,1.0
rice_5kg,270,37,60,5,1.0
rice_5kg,271,41,60,5,1.0
rice_5kg,272,40,60,5,1.0
rice_5kg,273,48,60,5,1.0
rice_5kg,274,46,60,5,1.0
rice_5kg,275,42,60,5,1.0
rice_5kg,276,37,60,5,1.0
rice_5kg,277,36,60,5,1.0
rice_5kg,278,45,60,5,1.0
rice_5kg,279,41,60,5,1.0
rice_5kg,280,42,60,5,1.0
rice_5kg,281,33,60,5,1.0
rice_5kg,282,44,60,5,1.0
rice_5kg,283,42,60,5,1.0
rice_5kg,284,36,60,5,1.0
rice_5kg,285,38,60,5,1.0
rice_5kg,286,41,60,5,1.0
rice_5kg,287,40,60,5,1.0
rice_5kg,288,39,60,5,1.0
rice_5kg,289,40,60,5,1.0
rice_5kg,290,39,60,5,1.0
rice_5kg,291,41,60,5,1.0
rice_5kg,292,46,60,5,1.0
rice_5kg,293,30,60,5,1.0
rice_5kg,294,39,60,5,1.0
rice_5kg,295,41,60,5,1.0
rice_5kg,296,41,60,5,1.0
rice_5kg,297,39,60,5,1.0
rice_5kg,298,33,60,5,1.0
rice_5kg,299,41,60,5,1.0
rice_5kg,300,47,60,5,1.0
rice_5kg,301,34,60,5,1.0
rice_5kg,302,43,60,5,1.0
rice_5kg,303,39,60,5,1.0
rice_5kg,304,40,60,5,1.0
rice_5kg,305,36,60,5,1.0
rice_5kg,306,39,60,5,1.0
rice_5kg,307,45,60,5,1.0
rice_5kg,308,42,60,5,1.0
rice_5kg,309,47,60,5,1.0
rice_5kg,310,45,60,5,1.0
rice_5kg,311,42,60,5,1.0
rice_5kg,312,47,60,5,1.0
rice_5kg,313,42,60,5,1.0
rice_5kg,314,43,60,5,1.0
rice_5kg,315,39,60,5,1.0
rice_5kg,316,40,60,5,1.0
rice_5kg,317,37,60,5,1.0
rice_5kg,318,44,60,5,1.0
rice_5kg,319,35,60,5,1.0
rice_5kg,320,43,60,5,1.0
rice_5kg,321,39,60,5,1.0
rice_5kg,322,45,60,5,1.0
rice_5kg,323,43,60,5,1.0
rice_5kg,324,47,60,5,1.0
rice_5kg,325,43,60,5,1.0
rice_5kg,326,34,60,5,1.0
rice_5kg,327,40,60,5,1.0
rice_5kg,328,35,60,5,1.0
rice_5kg,329,38,60,5,1.0
rice_5kg,330,46,60,5,1.0
rice_5kg,331,43,60,5,1.0
rice_5kg,332,37,60,5,1.0
rice_5kg,333,36,60,5,1.0
rice_5kg,334,40,60,5,1.0
rice_5kg,335,35,60,5,1.0
rice_5kg,336,37,60,5,1.0
rice_5kg,337,41,60,5,1.0
rice_5kg,338,45,60,5,1.0
rice_5kg,339,42,60,5,1.0
rice_5kg,340,31,60,5,1.0
rice_5kg,341,41,60,5,1.0
rice_5kg,342,40,60,5,1.0
rice_5kg,343,42,60,5,1.0
rice_5kg,344,46,60,5,1.0
rice_5kg,345,32,60,5,1.0
rice_5kg,346,38,60,5,1.0
rice_5kg,347,42,60,5,1.0
rice_5kg,348,34,60,5,1.0
rice_5kg,349,46,60,5,1.0
rice_5kg,350,41,60,5,1.0
rice_5kg,351,43,60,5,1.0
rice_5kg,352,38,60,5,1.0
rice_5kg,353,43,60,5,1.0
rice_5kg,354,44,60,5,1.0
rice_5kg,355,41,60,5,1.0
rice_5kg,356,41,60,5,1.0
rice_5kg,357,41,60,5,1.0
rice_5kg,358,37,60,5,1.0
rice_5kg,359,39,60,5,1.0
rice_5kg,360,39,60,5,1.0
rice_5kg,361,42,60,5,1.0
rice_5kg,362,44,60,5,1.0
rice_5kg,363,36,60,5,1.0
rice_5kg,364,39,60,5,1.0
rice_5kg,365,46,60,5,1.0
rice_5kg,366,37,60,5,1.0
rice_5kg,367,37,60,5,1.0
rice_5kg,368,41,60,5,1.0
rice_5kg,369,43,60,5,1.0
rice_5kg,370,40,60,5,1.0
rice_5kg,371,45,60,5,1.0
rice_5kg,372,43,60,5,1.0
rice_5kg,373,43,60,5,1.0
rice_5kg,374,42,60,5,1.0
rice_5kg,375,49,60,5,1.0
rice_5kg,376,39,60,5,1.0
rice_5kg,377,32,60,5,1.0
rice_5kg,378,46,60,5,1.0
rice_5kg,379,38,60,5,1.0
rice_5kg,380,40,60,5,1.0
rice_5kg,381,45,60,5,1.0
rice_5kg,382,34,60,5,1.0
rice_5kg,383,35,60,5,1.0
rice_5kg,384,34,60,5,1.0
rice_5kg,385,37,60,5,1.0
rice_5kg,386,42,60,5,1.0
rice_5kg,387,42,60,5,1.0
rice_5kg,388,41,60,5,1.0
rice_5kg,389,34,60,5,1.0
rice_5kg,390,31,60,5,1.0
rice_5kg,391,40,60,5,1.0
rice_5kg,392,38,60,5,1.0
rice_5kg,393,42,60,5,1.0
rice_5kg,394,43,60,5,1.0
rice_5kg,395,41,60,5,1.0
rice_5kg,396,43,60,5,1.0
rice_5kg,397,41,60,5,1.0
rice_5kg,398,42,60,5,1.0
rice_5kg,399,37,60,5,1.0
rice_5kg,400,39,60,5,1.0
rice_5kg,401,41,60,5,1.0
rice_5kg,402,43,60,5,1.0
rice_5kg,403,38,60,5,1.0
rice_5kg,404,42,60,5,1.0
rice_5kg,405,39,60,5,1.0
rice_5kg,406,40,60,5,1.0
rice_5kg,407,43,60,5,1.0
rice_5kg,408,32,60,5,1.0
rice_5kg,409,35,60,5,1.0
rice_5kg,410,34,60,5,1.0
rice_5kg,411,31,60,5,1.0
rice_5kg,412,37,60,5,1.0
rice_5kg,413,43,60,5,1.0
rice_5kg,414,39,60,5,1.0
rice_5kg,415,41,60,5,1.0
rice_5kg,416,44,60,5,1.0
rice_5kg,417,45,60,5,1.0
rice_5kg,418,40,60,5,1.0
rice_5kg,419,45,60,5,1.0
rice_5kg,420,40,60,5,1.0
rice_5kg,421,37,60,5,1.0
rice_5kg,422,38,60,5,1.0
rice_5kg,423,34,60,5,1.0
rice_5kg,424,36,60,5,1.0
rice_5kg,425,39,60,5,1.0
rice_5kg,426,43,60,5,1.0
rice_5kg,427,47,60,5,1.0
rice_5kg,428,34,60,5,1.0
rice_5kg,429,42,60,5,1.0
rice_5kg,430,36,60,5,1.0
rice_5kg,431,42,60,5,1.0
rice_5kg,432,39,60,5,1.0
rice_5kg,433,33,60,5,1.0
rice_5kg,434,44,60,5,1.0
rice_5kg,435,38,60,5,1.0
rice_5kg,436,38,60,5,1.0
rice_5kg,437,36,60,5,1.0
rice_5kg,438,37,60,5,1.0
rice_5kg,439,42,60,5,1.0
rice_5kg,440,39,60,5,1.0
rice_5kg,441,41,60,5,1.0
rice_5kg,442,41,60,5,1.0
rice_5kg,443,45,60,5,1.0
rice_5kg,444,39,60,5,1.0
rice_5kg,445,34,60,5,1.0
rice_5kg,446,44,60,5,1.0
rice_5kg,447,39,60,5,1.0
rice_5kg,448,44,60,5,1.0
rice_5kg,449,42,60,5,1.0
rice_5kg,450,39,60,5,1.0
rice_5kg,451,41,60,5,1.0
rice_5kg,452,48,60,5,1.0
rice_5kg,453,48,60,5,1.0
rice_5kg,454,40,60,5,1.0
rice_5kg,455,41,60,5,1.0
rice_5kg,456,44,60,5,1.0
rice_5kg,457,37,60,5,1.0
rice_5kg,458,41,60,5,1.0
rice_5kg,459,40,60,5,1.0
rice_5kg,460,41,60,5,1.0
rice_5kg,461,37,60,5,1.0
rice_5kg,462,34,60,5,1.0
rice_5kg,463,32,60,5,1.0
rice_5kg,464,36,60,5,1.0
rice_5kg,465,38,60,5,1.0
rice_5kg,466,39,60,5,1.0
rice_5kg,467,48,60,5,1.0
rice_5kg,468,44,60,5,1.0
rice_5kg,469,36,60,5,1.0
rice_5kg,470,41,60,5,1.0
rice_5kg,471,38,60,5,1.0
rice_5kg,472,39,60,5,1.0
rice_5kg,473,41,60,5,1.0
rice_5kg,474,42,60,5,1.0
rice_5kg,475,39,60,5,1.0
rice_5kg,476,44,60,5,1.0
rice_5kg,477,35,60,5,1.0
rice_5kg,478,40,60,5,1.0
rice_5kg,479,50,60,5,1.0
rice_5kg,480,41,60,5,1.0
rice_5kg,481,46,60,5,1.0
rice_5kg,482,40,60,5,1.0
rice_5kg,483,42,60,5,1.0
rice_5kg,484,40,60,5,1.0
rice_5kg,485,39,60,5,1.0
rice_5kg,486,37,60,5,1.0
rice_5kg,487,42,60,5,1.0
rice_5kg,488,37,60,5,1.0
rice_5kg,489,43,60,5,1.0
rice_5kg,490,44,60,5,1.0
rice_5kg,491,41,60,5,1.0
rice_5kg,492,39,60,5,1.0
rice_5kg,493,42,60,5,1.0
rice_5kg,494,39,60,5,1.0
rice_5kg,495,44,60,5,1.0
rice_5kg,496,33,60,5,1.0
rice_5kg,497,39,60,5,1.0
rice_5kg,498,32,60,5,1.0
rice_5kg,499,34,60,5,1.0
rice_5kg,500,45,60,5,1.0
rice_5kg,501,44,60,5,1.0
rice_5kg,502,37,60,5,1.0
rice_5kg,503,34,60,5,1.0
rice_5kg,504,28,60,5,1.0
rice_5kg,505,38,60,5,1.0
rice_5kg,506,50,60,5,1.0
rice_5kg,507,42,60,5,1.0
rice_5kg,508,38,60,5,1.0
rice_5kg,509,42,60,5,1.0
rice_5kg,510,34,60,5,1.0
rice_5kg,511,39,60,5,1.0
rice_5kg,512,40,60,5,1.0
rice_5kg,513,40,60,5,1.0
rice_5kg,514,43,60,5,1.0
rice_5kg,515,41,60,5,1.0
rice_5kg,516,43,60,5,1.0
rice_5kg,517,37,60,5,1.0
rice_5kg,518,44,60,5,1.0
rice_5kg,519,47,60,5,1.0
rice_5kg,520,36,60,5,1.0
rice_5kg,521,36,60,5,1.0
rice_5kg,522,45,60,5,1.0
rice_5kg,523,39,60,5,1.0
rice_5kg,524,46,60,5,1.0
rice_5kg,525,38,60,5,1.0
rice_5kg,526,46,60,5,1.0
rice_5kg,527,41,60,5,1.0
rice_5kg,528,41,60,5,1.0
rice_5kg,529,46,60,5,1.0
rice_5kg,530,39,60,5,1.0
rice_5kg,531,36,60,5,1.0
rice_5kg,532,38,60,5,1.0
rice_5kg,533,42,60,5,1.0
rice_5kg,534,34,60,5,1.0
rice_5kg,535,43,60,5,1.0
rice_5kg,536,38,60,5,1.0
rice_5kg,537,45,60,5,1.0
rice_5kg,538,30,60,5,1.0
rice_5kg,539,37,60,5,1.0
rice_5kg,540,33,60,5,1.0
rice_5kg,541,37,60,5,1.0
rice_5kg,542,41,60,5,1.0
rice_5kg,543,39,60,5,1.0
rice_5kg,544,39,60,5,1.0
rice_5kg,545,39,60,5,1.0
rice_5kg,546,41,60,5,1.0
rice_5kg,547,36,60,5,1.0
rice_5kg,548,43,60,5,1.0
rice_5kg,549,43,60,5,1.0
rice_5kg,550,42,60,5,1.0
rice_5kg,551,42,60,5,1.0
rice_5kg,552,41,60,5,1.0
rice_5kg,553,48,60,5,1.0
rice_5kg,554,40,60,5,1.0
rice_5kg,555,39,60,5,1.0
rice_5kg,556,37,60,5,1.0
rice_5kg,557,36,60,5,1.0
rice_5kg,558,35,60,5,1.0
rice_5kg,559,36,60,5,1.0
rice_5kg,560,40,60,5,1.0
rice_5kg,561,41,60,5,1.0
rice_5kg,562,40,60,5,1.0
rice_5kg,563,37,60,5,1.0
rice_5kg,564,44,60,5,1.0
rice_5kg,565,43,60,5,1.0
rice_5kg,566,39,60,5,1.0
rice_5kg,567,37,60,5,1.0
rice_5kg,568,42,60,5,1.0
rice_5kg,569,41,60,5,1.0
rice_5kg,570,34,60,5,1.0
rice_5kg,571,40,60,5,1.0
rice_5kg,572,41,60,5,1.0
rice_5kg,573,36,60,5,1.0
rice_5kg,574,41,60,5,1.0
rice_5kg,575,34,60,5,1.0
rice_5kg,576,45,60,5,1.0
rice_5kg,577,45,60,5,1.0
rice_5kg,578,39,60,5,1.0
rice_5kg,579,41,60,5,1.0
rice_5kg,580,30,60,5,1.0
rice_5kg,581,35,60,5,1.0
rice_5kg,582,39,60,5,1.0
rice_5kg,583,36,60,5,1.0
rice_5kg,584,43,60,5,1.0
rice_5kg,585,48,60,5,1.0
rice_5kg,586,35,60,5,1.0
rice_5kg,587,37,60,5,1.0
rice_5kg,588,41,60,5,1.0
rice_5kg,589,46,60,5,1.0
rice_5kg,590,35,60,5,1.0
rice_5kg,591,41,60,5,1.0
rice_5kg,592,47,60,5,1.0
rice_5kg,593,33,60,5,1.0
rice_5kg,594,35,60,5,1.0
rice_5kg,595,38,60,5,1.0
rice_5kg,596,38,60,5,1.0
rice_5kg,597,43,60,5,1.0
rice_5kg,598,41,60,5,1.0
rice_5kg,599,33,60,5,1.0
rice_5kg,600,42,60,5,1.0
rice_5kg,601,38,60,5,1.0
rice_5kg,602,45,60,5,1.0
rice_5kg,603,37,60,5,1.0
rice_5kg,604,37,60,5,1.0
rice_5kg,605,42,60,5,1.0
rice_5kg,606,43,60,5,1.0
rice_5kg,607,42,60,5,1.0
rice_5kg,608,33,60,5,1.0
rice_5kg,609,42,60,5,1.0
rice_5kg,610,36,60,5,1.0
rice_5kg,611,41,60,5,1.0
rice_5kg,612,34,60,5,1.0
rice_5kg,613,42,60,5,1.0
rice_5kg,614,37,60,5,1.0
rice_5kg,615,35,60,5,1.0
rice_5kg,616,43,60,5,1.0
rice_5kg,617,41,60,5,1.0
rice_5kg,618,38,60,5,1.0
rice_5kg,619,46,60,5,1.0
rice_5kg,620,38,60,5,1.0
rice_5kg,621,40,60,5,1.0
rice_5kg,622,41,60,5,1.0
rice_5kg,623,38,60,5,1.0
rice_5kg,624,42,60,5,1.0
rice_5kg,625,38,60,5,1.0
rice_5kg,626,38,60,5,1.0
rice_5kg,627,45,60,5,1.0
rice_5kg,628,36,60,5,1.0
rice_5kg,629,30,60,5,1.0
rice_5kg,630,46,60,5,1.0
rice_5kg,631,50,60,5,1.0
rice_5kg,632,38,60,5,1.0
rice_5kg,633,32,60,5,1.0
rice_5kg,634,39,60,5,1.0
rice_5kg,635,39,60,5,1.0
rice_5kg,636,39,60,5,1.0
rice_5kg,637,36,60,5,1.0
rice_5kg,638,42,60,5,1.0
rice_5kg,639,42,60,5,1.0
rice_5kg,640,34,60,5,1.0
rice_5kg,641,43,60,5,1.0
rice_5kg,642,48,60,5,1.0
rice_5kg,643,41,60,5,1.0
rice_5kg,644,39,60,5,1.0
rice_5kg,645,39,60,5,1.0
rice_5kg,646,42,60,5,1.0
rice_5kg,647,33,60,5,1.0
rice_5kg,648,41,60,5,1.0
rice_5kg,649,38,60,5,1.0
rice_5kg,650,47,60,5,1.0
rice_5kg,651,39,60,5,1.0
rice_5kg,652,47,60,5,1.0
rice_5kg,653,36,60,5,1.0
rice_5kg,654,42,60,5,1.0
rice_5kg,655,41,60,5,1.0
rice_5kg,656,37,60,5,1.0
rice_5kg,657,41,60,5,1.0
rice_5kg,658,45,60,5,1.0
rice_5kg,659,39,60,5,1.0
rice_5kg,660,33,60,5,1.0
rice_5kg,661,40,60,5,1.0
rice_5kg,662,36,60,5,1.0
rice_5kg,663,39,60,5,1.0
rice_5kg,664,40,60,5,1.0
rice_5kg,665,33,60,5,1.0
rice_5kg,666,34,60,5,1.0
rice_5kg,667,42,60,5,1.0
rice_5kg,668,38,60,5,1.0
rice_5kg,669,30,60,5,1.0
rice_5kg,670,43,60,5,1.0
rice_5kg,671,41,60,5,1.0
rice_5kg,672,37,60,5,1.0
rice_5kg,673,35,60,5,1.0
rice_5kg,674,43,60,5,1.0
rice_5kg,675,41,60,5,1.0
rice_5kg,676,50,60,5,1.0
rice_5kg,677,42,60,5,1.0
rice_5kg,678,42,60,5,1.0
rice_5kg,679,39,60,5,1.0
rice_5kg,680,43,60,5,1.0
rice_5kg,681,43,60,5,1.0
rice_5kg,682,45,60,5,1.0
rice_5kg,683,38,60,5,1.0
rice_5kg,684,38,60,5,1.0
rice_5kg,685,38,60,5,1.0
rice_5kg,686,43,60,5,1.0
rice_5kg,687,46,60,5,1.0
rice_5kg,688,38,60,5,1.0
rice_5kg,689,38,60,5,1.0
rice_5kg,690,41,60,5,1.0
rice_5kg,691,39,60,5,1.0
rice_5kg,692,44,60,5,1.0
rice_5kg,693,31,60,5,1.0
rice_5kg,694,37,60,5,1.0
rice_5kg,695,37,60,5,1.0
rice_5kg,696,31,60,5,1.0
rice_5kg,697,36,60,5,1.0
rice_5kg,698,36,60,5,1.0
rice_5kg,699,39,60,5,1.0
rice_5kg,700,44,60,5,1.0
rice_5kg,701,39,60,5,1.0
rice_5kg,702,36,60,5,1.0
rice_5kg,703,40,60,5,1.0
rice_5kg,704,44,60,5,1.0
rice_5kg,705,36,60,5,1.0
rice_5kg,706,36,60,5,1.0
rice_5kg,707,42,60,5,1.0
rice_5kg,708,39,60,5,1.0
rice_5kg,709,43,60,5,1.0
rice_5kg,710,40,60,5,1.0
rice_5kg,711,43,60,5,1.0
rice_5kg,712,36,60,5,1.0
rice_5kg,713,40,60,5,1.0
rice_5kg,714,39,60,5,1.0
rice_5kg,715,35,60,5,1.0
rice_5kg,716,34,60,5,1.0
rice_5kg,717,43,60,5,1.0
rice_5kg,718,39,60,5,1.0
rice_5kg,719,36,60,5,1.0
rice_5kg,720,40,60,5,1.0
rice_5kg,721,45,60,5,1.0
rice_5kg,722,31,60,5,1.0
rice_5kg,723,34,60,5,1.0
rice_5kg,724,36,60,5,1.0
rice_5kg,725,46,60,5,1.0
rice_5kg,726,41,60,5,1.0
rice_5kg,727,43,60,5,1.0
rice_5kg,728,35,60,5,1.0
rice_5kg,729,36,60,5,1.0
cooking_oil_1L,0,32,90,4,1.0
cooking_oil_1L,1,30,90,4,1.0
cooking_oil_1L,2,32,90,4,1.0
